s2orc_paper_id;year;mag_id;author_num;citation_count;reference_count;title
16000042;2013;2133138413;3;18;42;how can social herding enhance cooperation
154327951;2010;2136430896;3;4;25;an overview on some results concerning the transport equation and its applications to conservation laws
157807012;2014;2137845619;2;19;38;heuristic and exact solutions to the inverse power index problem for small voting bodies
8287112;2016;2142067364;3;6;54;how to make the metropolitan area work neither big government nor laissez faire
6164579;2013;2167530322;1;20;24;constrained optimal strategy proof assignment beyond the groves mechanisms
154478029;2004;2170697357;2;643;48;crime and economic incentives
7035610;2008;2171791474;1;474;65;r d and subsidies at the firm level an application of parametric and semi parametric two step selection models
210075126;2016;2738848741;2;0;0;distributions of oxytocin and vasopressin 1a receptors in the taiwan vole and their role in social monogamy
154953913;2017;2416377177;3;6;28;do charities get more when they ask more often evidence from a unique field experiment
1123584;2017;2282230947;2;10;14;dynamic contracting an irrelevance theorem
119714651;2019;2905173842;2;2;21;distribution of global defensive k alliances over some graph products
75135493;2019;2922154949;3;8;61;frictional unemployment on labor flow networks
204838383;2020;3016791264;2;0;22;nonparametric identification of an interdependent value model with buyer covariates from first price auction bids
7074777;2011;1960957510;2;160;38;the effects of training on own and co worker productivity evidence from a field experiment
7615208;2010;2094661597;4;183;23;women can t jump an experiment on competitive attitudes and stereotype threat
51916163;2019;2913390909;3;7;36;excess burden of taxation and environmental policy mix with a consumer friendly firm
96442391;2014;2258004093;3;0;0;should large spanish municipalities be financially compensated costs and benefits
54005806;2017;2289264625;4;5;47;the distributional effect of commuting subsidies evidence from geo referenced data and a large scale policy reform
154777779;2012;2164651544;2;15;13;spatial competition and ethanol plant location decisions
15928903;2016;2159450620;2;123;36;can neurotypical individuals read autistic facial expressions atypical production of emotional facial expressions in autism spectrum disorders
153573235;2006;2014529027;1;77;74;neutral red as a probe for confocal laser scanning microscopy studies of plant roots
53462864;2012;1585200916;2;100;26;welfarism and the multidimensionality of welfare state legitimacy evidence from the netherlands 2006
53653015;2011;2103255319;1;87;33;kepler observations of rapidly oscillating ap δ scuti and γ doradus pulsations in ap stars
158255917;2020;2999218328;2;1;14;lmi approach to global stability analysis of stochastic delayed lotka volterra models
15846850;2002;2250700665;3;6;40;the stellar populations of spiral disks iii constraining their evolutionary histories
153843432;2017;2964255216;1;18;52;efficient minimization of higher order submodular functions using monotonic boolean functions
21572675;1997;2066300213;5;68;32;an equivariant brauer group and actions of groups onc algebras
53529128;2009;2128626301;3;17;21;international portfolio inflows to gcc markets are there any general patterns
56434808;2009;2093405475;4;8;26;use of electromyography to assess pain in the upper trapezius and lower back muscles within a fatigue protocol
56048186;2018;2800780665;1;19;43;the effect of knowledge management organizational culture and organizational learning on innovation in automotive industry
53375436;2009;2120297929;3;7;22;exploration of an agenda for transparency in the construction industry
158189951;2019;2892484758;1;5;22;does ict usage erode routine occupations at the firm level
412093;2000;405142550;3;25;22;application of fuzzy sets and cognitive maps to incorporate social science scenarios in integrated assessment models a case study of urbanization in ujung pandang indonesia
16094625;2003;1531886797;2;8;8;semiproportional values for tu games
6519903;2008;1551492681;3;12;21;intra household allocation and consumption of wic approved foods a bayesian approach
54195374;2008;2006323516;2;10;86;the old galactic open clusters fsr1716 and czernik23
15002092;2015;2019457931;2;34;37;a dollar for your thoughts feedback conditional rebates on ebay
3207373;2013;2071421585;2;119;49;financing constraints firm dynamics export decisions and aggregate productivity
2203799;2007;2093636844;2;21;28;technology shocks and employment
5533411;2009;2100263933;2;3;30;biases in calculating dumping margins the case of cyclical products
12020831;2006;2110420634;2;1572;65;social networks and technology adoption in northern mozambique
10653846;2011;2126667665;3;30;55;molecular co 1 0 gas in the z 2 radio galaxy mrc 0152 209
1993687;2013;2140243536;3;119;42;dynamics of indirect land use change empirical evidence from brazil
52212864;2005;2144786191;2;12;29;does fact finding promote settlement theory and a test
18793295;2011;2164961494;4;176;68;evaluating value at risk models via quantile regression
11908588;2013;2170039490;4;7;35;risk attitudes and medicare part d enrollment decisions
53593067;2016;2183405368;2;9;44;public education and pensions in democracy a political economy theory
9356349;2006;2463207408;3;25;0;secretary problems with competing employers
55152120;2018;2606068191;2;8;45;social coordination with locally observable types
53322710;2015;2612031273;2;5;37;living in the garden of eden mineral resources and preferences for redistribution
158906148;2018;2886988678;3;71;30;why are firms that export cleaner international trade abatement and environmental emissions
154804531;2017;2963217756;1;5;30;hyperovals in knuth s binary semifield planes
53453995;2016;2378859343;1;18;32;undermined by adverse selection australia s direct action abatement subsidies
557403;2005;2167582207;1;156;22;entry costs and stock market participation over the life cycle
13751188;2009;2170596364;1;19;31;perfect communication equilibria in repeated games with imperfect monitoring
16488580;1991;2744569479;2;2;0;modeling and feedback control of a flexible arm of a robot for prescribed frequency domain tolerances
44044028;2011;2138576477;1;7;12;demand chain management the implementation
54837016;2004;2112394231;2;12;2;development and flight testing of an adaptable vehicle health monitoring architecture
1741419;2020;2977688674;3;3;37;progress toward third order parametric down conversion in optical fibers
7289631;2013;1997754871;3;10;0;the effect of nonsmooth payoffs on the penalty approximation of american options
53975240;2016;2289935944;4;3;35;somatic cell counts in dairy marketing quantile regression for count data
55067431;2018;1526072937;2;16;3;modelling farmer participation to a revenue insurance scheme by the means of the positive mathematical programming
31270067;2011;1754559205;3;7;88;absence of association of a single nucleotide polymorphism in the tert clptm1l locus with age related phenotypes in a large multicohort study the halcyon programme
150526087;2019;2904611054;3;6;56;data driven social partnerships exploring an emergent trend in search of research challenges and questions
113400618;1996;2046692702;2;10;0;susy contributions to r b and top quark decay
54671669;1999;2076614947;1;25;2;conditions for the development of a product ecolabel
133650915;2017;2567740683;4;32;41;observed connections of arctic stratospheric ozone extremes to northern hemisphere surface climate
156334949;2017;280960960;3;16;45;cash versus debit card the role of budget control
9752442;2015;1981248079;3;24;41;a stackelberg strategy for routing flow over time
14249436;2008;2021440234;3;30;35;re examining the consumption wealth relationship the role of model uncertainty
16687953;2012;2052119898;2;325;18;partisan control media bias and viewer responses evidence from berlusconi s italy
54855660;2000;2078348924;2;291;20;auctions with downstream interaction among buyers
12966471;2015;2095301574;3;24;40;real options and american derivatives the double continuation region
155014486;2009;2100217706;2;472;62;necessity and opportunity entrepreneurs and their duration in self employment evidence from german micro data
54812118;2005;2114767021;3;10;29;on the complexity of buffer allocation in message passing systems
14130708;2010;2116217424;3;22;32;inference for stochastic volatility models using time change transformations
29889131;2015;2125214290;3;99;57;self employment and health barriers or benefits
14451496;2006;2128662793;2;120;35;production risk and technical inefficiency in russian agriculture
73628763;2008;2158962218;2;11;34;endogenous retirement and monetary cycles
15597848;2007;2083525656;1;5;18;strategic use of copyright protection to deter entry
55758754;2017;2412173101;2;36;63;firm performance in the periphery on the relation between firm internal knowledge and local knowledge spillovers
53510652;2017;2416124524;3;1;57;cowboying stock market herds with robot traders
6113617;2019;2529309826;3;8;0;dice sion making under uncertainty when can a random decision reduce risk
54548430;2014;1528095352;3;3;30;measuring and quantifying lifestyles and their impact on public choices the case of professional football in munich
53653647;2016;2468820168;2;6;39;law politics and the quality of government in africa
52380809;2018;2778360826;2;180;46;estimation of environmental kuznets curve for co2 emission role of renewable energy generation in india
189926639;2019;2953712409;4;0;0;balance dynamic adjustment of cryptocurrency deposits
16698419;2017;2963837020;2;12;10;asymptotic optimal strategy for portfolio optimization in a slowly varying stochastic environment
88523167;2017;2963852989;1;8;37;reconciling forecasts of infant mortality rates at national and sub national levels grouped time series methods
53143527;2018;2964235585;2;2;16;portfolio optimization under dynamic risk constraints continuous vs discrete time trading
153602059;2010;2039560743;2;73;16;fdi in agricultural land welfare and unemployment in a developing economy
37305366;2008;2049515829;2;8;34;the perils of tax smoothing sustainable fiscal policy with random shocks to permanent output
14615743;2004;2570520131;3;3;0;mobility in the urban labor market a panel data analysis
15221197;2012;1972479590;2;21;23;bias and variance trade offs when combining propensity score weighting and regression with an application to hiv status and homeless men
5103475;2013;2145183371;3;173;60;trade as an engine of creative destruction mexican experience with chinese competition
53338894;2017;2339380330;2;33;73;mixed policies give more options in multifunctional tropical forest landscapes
25109600;2010;1977134437;4;5;12;boron and thermal neutron interactions on borosilica window photomultiplier tubes
153741495;2006;1987778459;1;0;7;the economic effect of information technology in japanese local governments
9468628;2015;2097587161;3;1154;108;inequality leverage and crises
39521502;2002;2072579915;1;341;42;on the changing correlation between fertility and female employment over space and time
54935718;2015;1998945614;2;3;25;international fragmentation of production and trade volatility an analysis for the european countries
7789807;2002;2058129418;3;7;9;densities of 4 ranks of k_2 o
55438455;2011;2033905184;4;16;62;health disability and work patterns for the working age population
159147554;2006;2199877606;3;64;18;erketu ellisoni a long necked sauropod from bor guve dornogov aimag mongolia
42900032;2016;1878258859;7;8;42;ingredients of institutional reputations and citizen engagement with regulators
26428886;2012;1913110648;2;4;0;physical effects of gas envelopes with different extension on the collapse of a gas core
18201837;2008;2040473961;3;5;7;estimating volatility and model parameters of stochastic volatility models with jumps using particle filter
203591610;1999;1988379976;2;6;33;a spectral problem on graphs and l functions
55831212;2015;2217018315;4;10;10;urban shopping patterns in indonesia and their implications for small farmers
85440884;2016;1749637740;2;6;44;utility indifference valuation for non smooth payoffs with an application to power derivatives
21601656;2009;1861121237;1;59;14;importing exporting and innovation in developing countries
14279579;2009;1995907847;3;303;43;combining stated and revealed choice research to simulate the neighbor effect the case of hybrid electric vehicles
5758352;2009;2021520460;2;0;31;regional modelling for optimal allocation of agricultural crops considering environmental impacts housing value and leisure preferences
4400493;2013;2028533440;3;10;33;an extension of davis and lo s contagion model
154271174;2004;2034247579;2;7;29;the benefits of central bank s political independence
52162413;2013;2049727873;2;7;15;anticipated backward doubly stochastic differential equations
669502;2012;2083899843;1;50;42;exponential ergodicity and regularity for equations with levy noise
56475495;2014;2085550554;3;6;91;reverse causality in the r d patents relationship an interpretation of the innovation persistence
154241168;2005;2097181442;4;15;32;economies of scale and scope and the economic efficiency of china s agricultural research system
73650257;2011;2102458141;3;18;0;the role of entrepreneurs social networks in the creation and early development of biotechnology companies
27061469;2003;2118561674;2;13;28;agri environmental instruments for an integrated rural policy an economic analysis
54858416;2012;2133428919;2;7;60;regional economic divide and the role of technological spillovers in italy evidence from microdata
8538924;2013;2141731677;3;288;50;structural change in an open economy
145437577;2013;2150231607;2;63;68;eliciting risk and time preferences under induced mood states
55510364;2011;2159717957;1;21;28;a stellar prominence in the white dwarf red dwarf binary qs vir evidence for a detached system
1847020;2008;2167264394;3;218;32;optimal risk sharing for law invariant monetary utility functions
150572543;2019;2755272653;4;7;71;vocational training programs and youth labor market outcomes evidence from nepal
3479659;2016;2962732217;2;15;39;minimum density hyperplanes
16315740;2017;2963933237;2;1;19;monads on q cat and their lax extensions to q dist
73616241;2016;2416434752;3;26;12;energy efficiency measures implemented in the dutch non profit housing sector
199064139;2020;3011856060;2;0;27;the interest rate for saving as a possibilistic risk
39141075;2021;3021953947;1;0;14;generalizations of linear fractional maps for classical symmetric domains and related fixed point theorems for generalized balls
53535428;2011;2060913836;3;0;63;on the feasibility of monetary union does it make sense to look for shocks symmetry across countries when none of the countries constitutes an optimum currency area
154796038;2007;2571077957;4;190;13;bibliometric mapping of the computational intelligence field
14199235;2014;2001895632;1;8;13;stock price direction prediction by directly using prices data an empirical study on the kospi and hsi
59365304;2018;2963828852;3;2;22;a dynamic model of central counterparty risk
199472398;2010;2125335654;1;14;81;cosmic microwave background polarization and temperature power spectra estimation using linear combination of wmap 5 year maps
56336393;2008;1676290891;2;51;54;structural transitions in amorphous h2o and d2o the effect of temperature
14514467;2008;2078394499;2;12;35;interactions of oxygen and hydrogen on pd 111 surface
55215009;2014;2153380911;1;3;20;creditworthiness of a borrower and the selection process in micro finance a case study from the urban slums of india
53468628;2008;2225380743;1;24;50;exploring the promise of actor analysis for environmental policy analysis lessons from four cases in water resources management
85530974;2018;2964069102;1;1;4;quasi monte carlo application in cge systematic sensitivity analysis
195345047;2002;2163581930;4;107;49;controls on suppression of methane flux from a peat bog subjected to simulated acid rain sulfate deposition
152500775;2002;2015122261;2;165;33;the information content of m3 for future inflation in the euro area
53463971;2012;2031157437;2;12;2;analysis of the impact of the use of eucalyptus biomass for energy on wood availability for eucalyptus forest in portugal a simulation study
158880334;2012;1982224124;3;63;51;cystathionine protects against endoplasmic reticulum stress induced lipid accumulation tissue injury and apoptotic cell death
17170648;2014;1995910350;6;4;39;real time market microstructure analysis online transaction cost analysis
73592886;2020;2519899750;2;4;35;do stronger patents stimulate or stifle innovation the crucial role of financial development
11487963;2014;2130415051;2;5;50;significance of chromosome 9p status in renal cell carcinoma a systematic review and quality of the reported studies
14895354;2012;2096118120;2;143;44;on the dynamics of the age structure dependency and consumption
57760971;2018;2891140661;2;3;0;a stochastic maximum principle for markov chains of mean field type
59152418;2002;2064964990;2;27;23;information flow security for boxed ambients
201695849;2008;2108696465;4;7;7;review of the southern south american spider genus platnickia araneae zodariidae
174798254;2016;1534667576;2;6;22;a hopf theorem for non constant mean curvature and a conjecture of a d alexandrov
5635957;2019;1568882873;3;166;74;experimenting with measurement error techniques with applications to the caltech cohort study
53510503;2013;1829017747;1;5;64;conditionally heteroskedastic factor models with skewness and leverage effects
24143441;2015;1926888180;2;58;40;a set of motives to unite them all revisiting the principles and typology of internationalization motives
45646325;2019;1942803215;2;155;0;the sad truth about happiness scales
119879432;2016;1950505225;1;5;16;ross recovery with recurrent and transient processes
143143803;2016;1956974645;2;5;31;are universities becoming more unequal
153419327;2015;1985083209;1;48;16;bilinear fractal interpolation and box dimension
9557796;2008;2002115391;2;418;62;how is macro news transmitted to exchange rates
16192207;2012;2075047926;1;73;26;information technology and the rise of household bankruptcy
152436546;2015;2085921978;3;20;53;the institutional and economic foundations of regional proto federations
17179499;2004;2103498400;3;12;13;the calibration of incomplete demand systems in quantitative analysis
36388637;2012;2105320840;2;7;44;pay cuts for the boss executive compensation in the 1940s
14712527;2014;2107381611;5;3;20;a methodological note on a weighted voting experiment
3739557;2010;2152138237;2;27;49;the nevai condition
13834502;2015;2156209478;2;79;84;uniform climate sensitivity in tree ring stable isotopes across species and sites in a mid latitude temperate forest
13452457;2009;2171955215;2;255;54;politically motivated brand rejection
55463793;2014;2253003134;5;75;30;going green does it depend on education gender or income
10075748;2016;2264374010;2;78;191;the good the bad and the user in soft matter simulations
154586849;2015;2567571169;2;5;0;on effective determination of maass forms from central values of rankin selberg l function
73708508;2019;2771243699;3;4;33;a model of anonymous influence with anti conformist agents
10627298;2018;2904858145;2;0;11;state space models on the stiefel manifold with a new approach to nonlinear filtering
149492955;2019;2962743537;1;0;45;classes of elementary function solutions to the cev model i
157260845;2012;2963761499;1;1;7;an inequality of kostka numbers and galois groups of schubert problems
154991571;2019;2991596147;1;21;31;network based fake news detection a pattern driven approach
154376032;2011;2073474490;5;3;10;career interruptions how do they impact pension rights
55368819;2019;2798995405;2;12;31;symmetric bilinear regression for signal subgraph estimation
53454687;2013;2060397513;2;2;42;decomposition of ethnic heterogeneity on growth
144918419;2012;2753589659;3;0;0;possible mechanisms for initiating macroscopic left right asymmetry in developing organisms
157347789;2016;3012335184;3;2;0;outcome of induction and associated factors among term and post term mothers managed at jimma university specialized hospital
14732327;2020;2935986185;2;11;39;a comparison of statistical and machine learning methods for creating national daily maps of ambient pm2 5 concentration
19270092;2010;2104690645;2;3;56;the donor problem an experimental analysis of beneficiary empowerment
157860712;2014;2046770405;4;7;26;evaluating the role of pth in promotion of chondrosarcoma cell proliferation and invasion by inhibiting primary cilia expression
55916104;2013;2118030251;4;96;65;spatial concentration and location dynamics in logistics the case of a dutch province
158089089;2018;2955203005;2;3;38;walking the environmental responsibility talk in the automobile industry an ethics case study of the volkswagen environmental scandal
55591713;2011;2962992010;3;3;13;blow up rates for the general curve shortening flow
53573784;2018;2766605792;2;6;46;statistical reliability of wind power scenarios and stochastic unit commitment cost
28223179;2017;2167732698;4;0;10;triangular objects and systematic k theory
55354130;2003;2034024138;2;2;28;probing δ structure with pion electromagnetic production
7188390;2015;1957687798;3;6;19;an analysis of multidisciplinary staffing levels and clinical activity in australian tertiary persistent pain services
55327333;2017;2764239403;1;2;22;assessing the readiness of the brics grouping for mutually beneficial financial integration
153497883;2013;2015344366;2;17;23;some ethical dilemmas of modern banking
4807593;2017;983567648;2;12;43;money and monetary policy in the eurozone an empirical analysis during crises
155079957;2015;1504778030;1;17;34;basins of attraction in forced systems with time varying dissipation
16859054;2014;1910638052;3;4;17;utility theory front to back inferring utility from agents choices
59933778;2014;1978351540;3;16;38;bioenergy and global land use change
18647359;2010;1983958204;3;19;27;why tie a product consumers do not use
12798904;2013;1987406954;1;144;35;conspicuous consumption and race evidence from south africa
29423686;2012;1999130760;2;8;48;women and work what role do social norms play
119848801;2014;2000284450;3;8;11;diversity and no arbitrage
5467332;2009;2019389217;1;2;2;escaping the brownian stalkers
4005731;2009;2032513227;1;0;18;information collection in bargaining
53577800;2003;2096497496;3;59;32;the geometry of grauert tubes and complexification of symmetric spaces
52269127;2011;2131512666;2;19;25;quiescence a mechanism for escaping the effects of drug on cell populations
55191033;2011;2132516982;1;9;37;the effects of the social norm on cigarette consumption evidence from japan using panel data
2991724;1989;2144774510;4;70;14;an adaptive moving grid method for one dimensional systems of partial differential equations
14309455;2007;2145377964;2;59;39;firm specific capital nominal rigidities and the taylor principle
154925584;2005;1510403805;3;0;0;option value of electricity demand response
36260834;2006;2152171967;2;226;73;internationalization and stock market liquidity
56220363;1989;2158003995;2;298;16;cheap talk can matter in bargaining
14374378;2011;2162603969;1;10;34;asymptotic analysis for stochastic volatility edgeworth expansion
10005507;2017;2195252869;3;22;47;spillovers from the united states to latin american and g7 stock markets a var quantile analysis
14086262;2016;2221983746;2;7;42;has performance pay increased wage inequality in britain
7266795;2009;2240705689;3;0;0;long term follow up of metastatic renal cancer patients undergoing reduced intensity allografting
6848305;2010;2136934292;3;3;29;education and social mobility
53679744;2018;2409931143;2;7;41;point process models for extreme returns harnessing implied volatility
16834461;2017;2548744375;2;6;25;understanding the non convergence of agricultural futures via stochastic storage costs and timing options
14711992;2008;2568010445;2;180;31;enforcement and over compliance
55235695;2017;2581481912;8;65;63;explicating the role of innovation intermediaries in the unknown a contingency approach
55847238;2017;2645664819;2;8;13;framing modern monetary theory
53998814;2020;2795144855;2;1;26;beliefs and consumer search in a vertical industry
158449248;2018;2887596309;1;2;0;friedman and phelps on the phillips curve viewed from a half century s perspective
56136951;2011;2963780716;1;6;8;on the structure and automorphism group of finite alexander quandles
197769965;2019;2964229781;5;6;26;is there a housing bubble in china
156020482;2011;1582473330;3;7;10;combating deforestation impacts of improved stove dissemination on charcoal consumption in urban senegal
56073485;2013;1993136876;2;50;87;fgf8 dosage determines midfacial integration and polarity within the nasal and optic capsules
67778553;2011;2116760476;1;71;155;banking crises a review
18898392;2005;2060677765;3;71;17;a utilitarian assessment of alternative decision rules in the council of ministers
67822344;2016;2963288728;4;1;24;phase sensitive parametric interactions in a ga_ 0 5 in_ 0 5 p photonic crystal waveguide
154297000;2010;2047940267;3;4;13;teratogenic effect of ethylene glycol methyl cellosolve mixture in rats ii craniofacial and limb abnormalities
154673879;2002;2119346952;2;9;15;the evaluation of active manager returns in a non symmetrical environment
52860550;2007;2410870869;4;0;0;peer reviewed filipino child health in the united states do health and health care disparities exist
154572223;2007;2155854162;4;277;24;cost benefit analysis of psychological therapy
22884626;2016;2963966266;2;6;30;a new s type eigenvalue inclusion set for tensors and its applications
16888587;2008;2159864447;1;9;25;the boundaries of firms as information barriers
15225766;2010;2154398479;4;30;40;validation of atmospheric infrared sounder temperature and moisture profiles over tropical oceans and their impact on numerical simulations of tropical cyclones
51793001;2016;2254429179;3;17;81;the effect of local corruption on ownership strategy in cross border mergers and acquisitions
12483966;2011;2023813711;2;6;35;full length articles some examples of matrix valued orthogonal functions having a differential and an integral operator as eigenfunctions
6151781;2017;2963082085;3;1;14;antiprismlessness or reducing combinatorial equivalence to projective equivalence in realizability problems for polytopes
14691960;1988;2754697690;3;0;0;three new unusual watermites from australia lcheliceratac acarinac hydryphantidaec hygrobatidae and athienemarniidaer
30610927;2012;2164938452;2;8;45;on the optimality of joint taxation for noncooperative couples
152575536;2015;1487298376;2;0;8;hyperbolic geometry in the work of johann heinrich lambert
152553580;2008;1548194115;1;23;14;the asymmetry of the price impact of block trades and the bid ask spread evidence from the london stock exchange
85524971;2007;1593503493;4;65;62;ignition latitude and the shape of type i x ray bursts
55076840;2009;1932282594;2;81;36;product variety and competition in the retail market for eyeglasses
153851707;2005;1991203688;1;2;10;optimal global patent design
15755059;2008;2012346513;2;2;0;homology exponents for h spaces
17105155;2008;2016867550;1;368;72;how do extended benefits affect unemployment duration a regression discontinuity approach
153742075;2009;2028173255;1;7;30;community wealth ranking and household surveys an integrative approach
7282257;2009;2038221057;1;2;44;state dependent utility
85024070;2007;2051783105;3;76;36;the maximum incremental social tolerable irreversible costs mistics and other benefits and costs of introducing transgenic maize in the eu 15
119153235;2014;2069453342;1;6;16;prediction in a non homogeneous poisson cluster model
4615443;2004;2081789041;1;5;24;heterogeneous time preferences and interest rates the preferred habitat theory revisited
55746262;2014;2111722059;2;1;79;axiomatization of residual income and generation of financial securities
8411425;2005;2112350778;3;14;7;modeling soybean prices in a changing policy environment
154229450;2000;2116767274;3;90;26;dynamics of income distribution
55298377;2015;2124092712;3;14;41;fine structure of the price demand relationship in the electricity market multi scale correlation analysis
15614505;2015;2124830076;1;20;54;rational speculators contrarians and excess volatility
182765094;2013;2150979825;6;3;9;decoherence free subspaces for a quantum register interacting with a spin environment
154847781;2009;2152776247;1;24;43;industrial policy in an imperfect world
44271723;2016;2153114699;4;3;40;testing forbearance experimentally duopolistic competition of conglomerate firms
51902063;2016;2153158718;3;207;49;failure to refinance
73624832;2018;2196503630;1;0;55;an initial keynesian illness friedman on taxation and the inflationary gap
20819970;2009;2044455424;3;57;22;providing care for an elderly parent interactions among siblings
12448381;2017;2290315746;3;5;23;sovereign debt and incentives to default with uninsurable risks
4321504;2018;2582181834;4;8;54;food consumption and diet quality choices of roma in romania a counterfactual analysis
56417115;2019;2743342032;1;11;37;does military spending nonlinearly affect economic growth in south africa
14170084;2008;2785629769;3;68;0;time area optimized public key engines mq cryptosystems as replacement for elliptic curves
10033392;2019;2937648111;1;0;15;extreme environment interconnects and packaging for power electronics
39614185;2019;2962732064;3;11;0;quantitative contraction rates for markov chains on general state spaces
18397168;2012;2963807960;2;10;34;reconstruction of the singularities of a potential from backscattering data in 2d and 3d
203214509;2019;2971603059;1;3;68;cooperative and non cooperative r d in product innovation and firm performance
146886492;2019;3021034836;2;10;55;mis predicted subjective well being following life events
34717751;2017;2946766064;1;2;9;improvements to exact boltzmann sampling using probabilistic divide and conquer and the recursive method
54948831;2018;2789637418;2;21;77;establishing the impact of model surfactants on cloud condensation nuclei activity of sea spray aerosol mimics
54684810;2011;1899842677;4;21;51;does the inclusion of a cost attribute in forced and unforced choices matter results from a web survey applying the discrete choice experiment
150801741;2017;2553381837;2;33;61;pulsation versus metallicism in am stars as revealed by lamost and wasp
56195475;2003;2120466745;2;138;25;from welfare to work does the neighborhood matter
54999621;2005;2081161371;2;322;52;differences in social capital between 54 western european regions
153215081;2011;2004557973;3;6;11;generous legislators a description of vote trading agreements
55123044;2015;2121078415;2;20;80;simulating the shocks in the dissociative galaxy cluster abell 1758n
55549387;2014;2603187302;1;0;0;the effect of compensating filter on image quality in lateral projection of thoracolumbar radiography
53558533;2006;2024861634;3;71;34;changes in the dynamic behavior of emerging market volatility revisiting the effects of financial liberalization
945411;2009;2169068230;1;75;41;monetary policy under alternative asset market structures the case of a small open economy
154746197;2016;2183868186;1;4;13;χ d g aut g and a variant of the motion lemma
4991194;2014;1963618769;3;28;46;dynamics and spatial distribution of global nighttime lights
56471939;2014;1969151355;1;7;0;average life expectancy as a criterion for regional risk management weight and cloud model
157287518;2017;2949436920;6;0;0;entrepreneurship culture knowledge spillovers and the growth of regions interactive paper
153978467;2015;1698497720;3;5;40;liquidity commonality does not imply liquidity resilience commonality a functional characterisation for ultra high frequency cross sectional lob data
2328523;2005;1968307015;3;11;24;discontinuous galerkin method for linear free surface gravity waves
55165995;2012;2045958967;2;58;28;bayesian experimental design for the active nitridation of graphite by atomic nitrogen
16090053;2008;2061978002;2;1002;49;dumb money mutual fund flows and the cross section of stock returns
14887462;2005;2097556898;2;319;29;corruption inequality and fairness
14299015;2015;2112715719;7;6;19;an optimal query assignment for wireless sensor networks
52029821;2015;2123392024;1;2;28;how do teachers respond to tenure
8102515;2011;2129591712;3;57;29;indifference price with general semimartingales
1716752;2008;2130988718;3;61;38;do buyer size discounts depend on the curvature of the surplus function experimental tests of bargaining models
6728980;2010;2131009490;3;162;41;changes in returns to education in latin america the role of demand and supply of skills
21716161;2016;2157510341;2;7;55;are we architects of our own happiness the importance of family background for well being
16636315;2007;2162627038;2;2;12;tax differentials and the segmentation of networks of cooperation in oligopoly
59270002;2017;2412435222;3;26;66;effects of policies on patenting in wind power technologies
157306687;1996;2569888431;2;281;20;does foreign exchange intervention signal future monetary policy
37987140;2009;2593453321;5;2;0;ground state magnetic moments of mirror nuclei studied at nscl
158670005;2018;2791175636;3;13;95;venture capital in europe social capital formal institutions and mediation effects
169964624;2020;2922994291;2;6;23;why do innovators not apply for trademarks the role of information asymmetries and collaborative innovation
7586352;2017;2963343251;2;25;39;on the consistency of ordinal regression methods
158980896;2020;2980154299;3;2;8;derived brackets for fat leibniz algebras
158237450;2019;3022444212;1;3;21;income convergence and the catch up index
17130143;2019;3025066903;2;14;121;continuum models of collective cell migration
56228513;2015;802605909;1;9;47;the long run phillips curve a structural var investigation
158587148;2018;2963968271;2;0;10;a subordinated cir intensity model with application to wrong way risk cva
35794059;2009;1600707850;2;57;64;can road crossing structures improve population viability of an urban gliding mammal
53591682;2011;1802721729;2;3;14;the time cost of documents to trade
9938353;1982;2078928077;10;26;0;identification of bacterial antigens in circulating immune complexes of infective endocarditis
18751802;2014;2020612700;2;4;32;le cycles and milnor classes
305288;2008;2163094567;1;5;32;anti terrorism politics and the risk of provoking
54840689;2015;2142547896;4;4;24;adolescents cognitive ability and minimax play
154974698;2016;2793348581;3;1;48;accurate multi reference study of si3 electronic manifold
67792784;2020;3015453067;3;11;74;self gravitating filament formation from shocked flows velocity gradients across filaments
55164857;2008;2006455460;2;30;51;arctic epishelf lakes as sentinel ecosystems past present and future
51771209;2014;2065775188;2;3;23;a methodology for the development of innovation clusters application in the healthcare sector
51807878;2011;2146884232;8;107;54;associations of social phobia and general anxiety with alcohol and drug use in a community sample of adolescents
131009762;2009;1644211370;1;24;13;state export data origin of movement vs origin of production
53560819;2011;1991794974;3;18;40;income insurance and the determinants of income insurance via foreign asset revenues and foreign liability payments
56283299;2008;1994591449;3;28;16;treatment of the initial value in time memory data tradeoff attacks on stream ciphers
66321154;1996;1998050475;1;4;64;conventions and institutions in coordination problems
73700458;2014;2010668368;3;32;20;atypical femoral fractures after anti osteoporotic medication a korean multicenter study
17082812;2010;2034933623;2;78;65;labor market deregulation and globalization empirical evidence from oecd countries
39118309;2013;2037598045;4;5;13;environmental policy with collective waste disposal
54002325;2013;2102324338;1;67;57;impact of terrorism on investment decisions of farmers evidence from the punjab insurgency
73639700;2013;2108002783;2;24;73;remittances dutch disease and competitiveness a bayesian analysis
9577897;2007;2115723149;3;450;38;the determinants of faculty patenting behavior demographics or opportunities
629794;2013;2116474622;4;76;31;does retirement age impact mortality
155044587;2011;2122892366;4;65;43;an institutional embeddedness of welfare opinions the link between public opinion and social policy in the netherlands 1970 2004
18049731;2001;2125868487;2;391;29;a cournot nash model of family decision making
53479165;2010;2138126178;1;28;28;time series econometrics of growth models a guide for applied economists
18657460;2001;2148111566;2;1109;15;choice and procrastination
43844390;2015;2153488683;2;10;17;asymptotically linear problems driven by fractional laplacian operators
